UserID,total_courses,avg_rating,total_spent,diversity_score,avg_level,preferred_category,UserName,Age,Gender,Email,cluster
U00806,1,3.65,0.0,1,1.0,Data Science,hollowaybrian,27,Male,hardyann@hotmail.com,1
U00807,1,4.84,342.61,1,2.0,Project Management,mark87,35,Female,theresa07@outlook.com,1
U00808,1,3.64,0.0,1,1.0,Artificial Intelligence,randalljensen,27,Female,sandrashaw@outlook.com,1
U00809,1,4.55,490.9,1,1.0,Artificial Intelligence,terrismith,24,Male,phansen@gmail.com,1
U00810,1,2.72,276.37,1,3.0,Design,nshort,28,Male,kelsey23@hotmail.com,0
U00811,3,3.053333333333333,487.92,2,1.6666666666666667,Web Development,rachel13,25,Female,kimberly43@gmail.com,3
U00812,3,3.64,285.05,2,1.6666666666666667,Design,greenbradley,24,Female,jenniferpalmer@yahoo.com,3
U00813,4,3.815,0.0,4,2.0,Business,oberg,33,Male,andersonanthony@hotmail.com,1
U00814,1,2.01,0.0,1,3.0,Marketing,dana01,21,Female,hhoover@yahoo.com,0
U00815,2,3.92,415.51,2,2.0,Artificial Intelligence,blevinskenneth,17,Male,pcardenas@outlook.com,3
U00816,3,2.106666666666667,89.59,3,2.0,Artificial Intelligence,nortonjennifer,34,Male,christopher24@hotmail.com,1
U00817,1,3.32,0.0,1,1.0,Web Development,xwilkins,35,Female,adaugherty@gmail.com,1
U00818,1,4.79,0.0,1,3.0,Marketing,josephthornton,20,Female,cynthia81@gmail.com,0
U00819,14,3.027857142857143,1143.41,9,2.0,Cybersecurity,macdonaldbarry,28,Female,greenangela@yahoo.com,2
U00820,3,3.126666666666667,487.92,3,2.0,Business,rhunt,31,Female,georgeamanda@hotmail.com,1
U00821,13,2.9061538461538463,1597.3,11,1.6923076923076923,Artificial Intelligence,sarawashington,23,Male,ashley12@yahoo.com,2
U00822,1,2.43,0.0,1,2.0,Programming,iweber,35,Female,allenjason@gmail.com,1
U00823,1,3.15,212.39,1,3.0,Digital Marketing,burgessashley,22,Male,jsalinas@outlook.com,0
U00824,1,4.1,0.0,1,2.0,Finance,mary48,27,Male,josesmith@yahoo.com,1
U00825,3,3.703333333333333,487.92,3,2.6666666666666665,Business,odavis,26,Male,richard58@gmail.com,0
U00826,1,2.47,53.86,1,1.0,Finance,jamespatel,16,Male,maddoxashley@outlook.com,3
U00827,2,4.41,0.0,2,2.0,Finance,joshua59,26,Female,morrisonbrian@yahoo.com,1
U00828,3,3.9066666666666654,592.85,3,2.333333333333333,Artificial Intelligence,tanya22,25,Male,brian39@hotmail.com,1
U00829,16,3.054375,1338.31,8,1.75,Cybersecurity,hthomas,22,Male,householly@hotmail.com,2
U00830,1,2.69,326.02,1,2.0,Business,cookreginald,26,Female,qhiggins@outlook.com,0
U00831,2,3.16,0.0,2,2.0,Design,stephanie39,18,Male,henryanderson@yahoo.com,3
U00832,1,3.85,0.0,1,1.0,Programming,chumphrey,20,Female,fingram@yahoo.com,3
U00833,3,2.0066666666666664,0.0,3,2.333333333333333,Machine Learning,anna24,32,Female,yangryan@hotmail.com,0
U00834,1,2.2,0.0,1,1.0,Web Development,connor47,30,Male,foxrachel@gmail.com,1
U00835,1,3.02,0.0,1,2.0,Data Science,jonesnatalie,33,Female,johnstonheather@hotmail.com,1
U00836,15,2.886,931.7,9,1.7333333333333334,Digital Marketing,vlee,29,Female,mgonzalez@gmail.com,2
U00837,4,2.5175,285.05,3,1.5,Programming,summersbenjamin,28,Male,tina58@outlook.com,1
U00838,12,2.8408333333333338,1027.19,8,2.083333333333333,Data Science,johnmclean,25,Female,ibailey@hotmail.com,2
U00839,1,4.94,0.0,1,1.0,Cybersecurity,richardgonzales,33,Male,anne86@outlook.com,1
U00840,3,2.4533333333333336,394.26,3,1.6666666666666667,Cybersecurity,kristen96,18,Male,evanschad@gmail.com,3
U00841,1,1.91,0.0,1,2.0,Cybersecurity,potterchristine,29,Female,zjones@hotmail.com,0
U00842,2,2.78,89.59,2,1.5,Artificial Intelligence,johnsonmichael,21,Female,slucas@hotmail.com,3
U00843,1,2.72,276.37,1,3.0,Design,danielrivera,21,Male,shieldsjustin@outlook.com,0
U00844,1,4.72,0.0,1,2.0,Marketing,bellnicholas,26,Male,rachelharris@gmail.com,1
U00845,1,2.47,53.86,1,1.0,Finance,larry84,25,Female,selena53@hotmail.com,3
U00846,1,4.74,57.32,1,3.0,Web Development,geraldbrown,16,Male,amanda42@hotmail.com,0
U00847,1,4.66,0.0,1,2.0,Digital Marketing,cscott,23,Male,adamsjessica@gmail.com,1
U00848,4,3.7825,415.51,3,2.0,Artificial Intelligence,wlindsey,28,Male,alan56@hotmail.com,1
U00849,2,2.42,248.1,1,1.0,Artificial Intelligence,patrick51,20,Male,thompsonjack@gmail.com,3
U00850,15,3.0846666666666662,897.95,9,2.4,Project Management,christopheradams,26,Male,brandon52@hotmail.com,2
U00851,1,4.73,0.0,1,2.0,Machine Learning,jamesandersen,21,Male,gregorycastillo@outlook.com,3
U00852,13,3.4723076923076923,1579.14,8,2.0,Artificial Intelligence,scottgoodman,23,Male,mthomas@gmail.com,2
U00853,2,2.92,0.0,2,2.0,Machine Learning,qhancock,24,Male,jessicatate@yahoo.com,3
U00854,2,3.3600000000000003,299.57,2,2.0,Data Science,jeffery46,28,Male,jenniferking@gmail.com,1
U00855,1,1.28,0.0,1,1.0,Programming,cmoody,15,Female,jonathan95@yahoo.com,3
U00856,1,2.14,0.0,1,1.0,Digital Marketing,jeffreyosborne,21,Female,abrown@yahoo.com,3
U00857,1,3.32,0.0,1,1.0,Web Development,rjohnson,15,Male,fshaw@outlook.com,3
U00858,15,3.258666666666667,396.47,8,1.8,Machine Learning,hperez,20,Male,josephramirez@gmail.com,2
U00859,1,3.02,0.0,1,2.0,Data Science,connie76,22,Male,fjones@outlook.com,3
U00860,1,4.55,490.9,1,1.0,Artificial Intelligence,charlesromero,23,Female,sabrinagarcia@yahoo.com,3
U00861,1,1.73,0.0,1,2.0,Machine Learning,cjones,22,Female,williamporter@hotmail.com,0
U00862,1,3.64,487.92,1,3.0,Business,ucampbell,18,Female,ycruz@outlook.com,0
U00863,1,2.88,0.0,1,1.0,Programming,carlachambers,23,Female,catherine34@gmail.com,3
U00864,1,2.0,0.0,1,3.0,Business,taralucas,22,Female,wesleygomez@hotmail.com,0
U00865,1,1.96,285.05,1,1.0,Business,ynguyen,27,Male,katievasquez@hotmail.com,3
U00866,1,4.73,0.0,1,2.0,Machine Learning,kevinbryant,30,Male,kaneamber@yahoo.com,1
U00867,1,2.61,0.0,1,3.0,Design,kadams,30,Male,smiththomas@yahoo.com,0
U00868,1,2.14,0.0,1,1.0,Digital Marketing,brookelester,16,Female,jeannejones@yahoo.com,3
U00869,1,2.01,0.0,1,3.0,Marketing,kathy66,19,Male,hernandezcrystal@gmail.com,0
U00870,15,3.4386666666666668,966.14,10,2.1333333333333333,Marketing,sarah55,22,Male,kennethbrown@outlook.com,2
U00871,2,2.055,0.0,2,2.5,Cybersecurity,harrisangel,26,Male,rebecca41@gmail.com,0
U00872,1,3.32,0.0,1,1.0,Web Development,leonard49,27,Male,uwhite@outlook.com,1
U00873,1,4.45,0.0,1,3.0,Design,nicholas43,28,Male,deanbrandon@hotmail.com,0
U00874,12,3.276666666666667,2175.74,10,2.0,Business,daniel14,25,Male,webbalexander@yahoo.com,2
U00875,1,4.74,57.32,1,3.0,Web Development,lauren47,23,Male,cnorman@hotmail.com,0
U00876,14,3.662857142857143,2352.5,11,2.142857142857143,Artificial Intelligence,steven86,27,Male,ghart@outlook.com,2
U00877,1,4.55,490.9,1,1.0,Artificial Intelligence,brian68,35,Male,albert18@yahoo.com,1
U00878,1,3.89,177.34,1,3.0,Digital Marketing,gregory34,31,Male,christian06@hotmail.com,0
U00879,3,3.51,389.16,3,1.6666666666666667,Artificial Intelligence,andrea15,18,Female,ygarcia@gmail.com,3
U00880,1,3.89,177.34,1,3.0,Digital Marketing,burnettjennifer,15,Male,jodi61@outlook.com,0
U00881,16,3.0825,2703.36,10,1.8125,Artificial Intelligence,jayala,34,Female,austinamy@outlook.com,2
U00882,1,2.14,0.0,1,1.0,Digital Marketing,tyrone43,34,Female,adamjensen@gmail.com,1
U00883,3,3.83,472.28,3,1.6666666666666667,Design,brittany87,27,Female,anthony51@hotmail.com,1
U00884,1,3.64,487.92,1,3.0,Business,davenportjerome,19,Male,fosteredward@hotmail.com,0
U00885,1,2.57,117.68,1,3.0,Data Science,moralessherri,28,Female,robinsonmichelle@gmail.com,0
U00886,2,1.505,0.0,2,1.5,Machine Learning,brenda56,22,Female,joshuacarrillo@hotmail.com,3
U00887,1,2.14,0.0,1,1.0,Digital Marketing,joseph48,17,Male,fordmichelle@hotmail.com,3
U00888,4,3.525,491.68,3,2.0,Machine Learning,ywright,15,Male,rubenvargas@outlook.com,3
U00889,1,3.02,0.0,1,2.0,Data Science,robbinscatherine,31,Female,glopez@gmail.com,1
U00890,2,2.51,299.57,2,1.0,Data Science,jacobscharles,31,Female,jonesbrian@hotmail.com,1
U00891,2,4.195,0.0,2,2.5,Data Science,christopher59,28,Female,andrew63@gmail.com,1
U00892,4,4.0375,0.0,4,2.0,Cybersecurity,joneskayla,35,Male,jmack@hotmail.com,1
U00893,12,2.859166666666667,1271.25,9,2.083333333333333,Business,dwillis,15,Male,johnjensen@gmail.com,2
U00894,3,2.86,511.94,3,2.333333333333333,Cybersecurity,edwardsjared,28,Female,donna27@gmail.com,0
U00895,4,4.0225,548.22,3,2.5,Marketing,seanlambert,15,Male,garnerjohn@hotmail.com,3
U00896,4,3.3525,118.46,4,2.5,Cybersecurity,calvindavis,29,Female,matanancy@hotmail.com,0
U00897,1,3.89,177.34,1,3.0,Digital Marketing,zmarshall,20,Male,rjohnson@outlook.com,0
U00898,12,2.980833333333333,663.22,8,1.75,Machine Learning,michelleramos,24,Female,fschwartz@gmail.com,2
U00899,1,2.01,0.0,1,3.0,Marketing,hallbrian,19,Male,ydavis@hotmail.com,0
U00900,2,3.34,119.04,2,2.0,Cybersecurity,kochshannon,26,Female,yclark@gmail.com,1
U00901,1,3.93,0.0,1,2.0,Cybersecurity,adam68,23,Female,john91@outlook.com,3
U00902,2,1.7000000000000002,248.1,2,1.0,Artificial Intelligence,jacobscameron,29,Male,christinapeterson@yahoo.com,1
U00903,13,2.9415384615384617,1238.72,9,2.1538461538461537,Business,rojasjames,29,Female,omoon@gmail.com,2
U00904,1,2.14,0.0,1,1.0,Digital Marketing,kristen47,16,Female,vmclean@yahoo.com,3
U00905,1,4.45,0.0,1,3.0,Design,llawrence,15,Male,daniel77@outlook.com,0
U00906,1,3.74,299.57,1,1.0,Data Science,nicholsonkaren,34,Female,michaelsmith@outlook.com,1
U00907,12,3.2266666666666666,2048.18,8,1.75,Business,pachecomary,23,Female,adam92@outlook.com,2
U00908,1,3.93,0.0,1,2.0,Cybersecurity,tommywilkinson,16,Female,sarah20@gmail.com,3
U00909,1,2.88,0.0,1,1.0,Programming,kristinevance,35,Female,whiteeric@hotmail.com,1
U00910,3,2.0500000000000003,367.14,3,1.3333333333333333,Artificial Intelligence,ramirezaaron,20,Female,costatraci@hotmail.com,3
U00911,10,3.318,996.65,7,1.9,Business,qallen,15,Female,jennifercollins@yahoo.com,2
U00912,1,1.91,0.0,1,2.0,Cybersecurity,anthony80,28,Male,stephaniezimmerman@yahoo.com,0
U00913,1,4.74,57.32,1,3.0,Web Development,boyerjoseph,35,Female,michaeladams@hotmail.com,1
U00914,1,4.11,0.0,1,2.0,Marketing,goodwinmichelle,22,Male,danielmcclure@hotmail.com,3
U00915,13,3.1823076923076923,1343.61,8,1.6153846153846154,Artificial Intelligence,phillipssean,24,Female,carolynrivera@outlook.com,2
U00916,1,3.02,0.0,1,2.0,Data Science,donnacarlson,20,Male,cooperzachary@yahoo.com,3
U00917,15,3.098,1319.91,11,2.2666666666666666,Business,tylersheppard,28,Female,webbheather@hotmail.com,2
U00918,1,3.74,299.57,1,1.0,Data Science,maddoxmichael,35,Male,joshuadelgado@outlook.com,1
U00919,14,2.8007142857142857,1415.33,8,2.0,Business,kwheeler,28,Male,wbarrera@gmail.com,2
U00920,1,4.1,0.0,1,2.0,Finance,robertortiz,18,Female,randy02@gmail.com,3
U00921,1,3.64,487.92,1,3.0,Business,nharris,26,Male,joshuaduran@gmail.com,0
U00922,2,1.4,0.0,2,2.0,Design,rwilliams,31,Female,hball@outlook.com,0
U00923,3,1.6833333333333331,511.94,3,2.0,Cybersecurity,scott83,29,Female,nataliejackson@gmail.com,0
U00924,1,2.38,0.0,1,3.0,Cybersecurity,grahammary,34,Male,traceyortiz@gmail.com,0
U00925,2,4.605,490.9,2,1.5,Artificial Intelligence,tjackson,31,Male,mmendoza@yahoo.com,1
U00926,2,4.49,342.61,2,1.5,Finance,debbie38,32,Male,michelewolf@gmail.com,1
U00927,2,3.065,0.0,2,3.0,Business,kbowman,26,Male,lguerrero@yahoo.com,0
U00928,12,2.85,1050.48,9,2.0,Data Science,uleon,33,Female,butlermichael@outlook.com,2
U00929,4,3.1875,444.48,3,2.5,Data Science,taylortiffany,25,Female,jennifergilbert@yahoo.com,0
U00930,3,3.3233333333333337,534.55,3,2.0,Artificial Intelligence,joe26,34,Male,jeffreyramirez@hotmail.com,1
U00931,1,2.57,117.68,1,3.0,Data Science,pgrant,31,Male,jeffreyvaughn@outlook.com,0
U00932,1,4.74,57.32,1,3.0,Web Development,yolandamckinney,21,Male,qjimenez@yahoo.com,0
U00933,1,2.88,0.0,1,1.0,Programming,rebeccagrant,27,Female,millerjessica@hotmail.com,1
U00934,1,4.68,0.0,1,1.0,Project Management,clarkamanda,15,Female,jimmycampbell@outlook.com,3
U00935,1,3.65,0.0,1,1.0,Data Science,andrew43,16,Female,hoconnell@outlook.com,3
U00936,1,4.44,0.0,1,1.0,Digital Marketing,markmcbride,30,Female,hrobinson@hotmail.com,1
U00937,1,1.81,0.0,1,3.0,Machine Learning,kimberly76,35,Male,billyhamilton@hotmail.com,0
U00938,1,4.51,0.0,1,1.0,Design,kellylevy,30,Male,uball@hotmail.com,1
U00939,1,3.6,0.0,1,2.0,Data Science,regina72,18,Male,autumn95@yahoo.com,3
U00940,1,1.91,0.0,1,2.0,Cybersecurity,bhughes,15,Female,patrickdavis@hotmail.com,3
U00941,2,1.935,285.05,2,1.5,Business,riceemily,20,Female,michael80@gmail.com,3
U00942,1,4.14,0.0,1,1.0,Finance,greeves,21,Male,jonathanmullins@hotmail.com,3
U00943,2,2.195,0.0,2,3.0,Cybersecurity,patrickevans,21,Female,christopheraguilar@hotmail.com,0
U00944,1,2.57,117.68,1,3.0,Data Science,mcdowellrichard,28,Female,mwoods@yahoo.com,0
U00945,1,4.68,0.0,1,1.0,Project Management,meganaguilar,27,Female,jenna45@gmail.com,1
U00946,1,4.72,0.0,1,2.0,Marketing,cobbrebecca,20,Female,esmith@hotmail.com,3
U00947,1,2.14,0.0,1,1.0,Digital Marketing,phillipsthomas,31,Female,robert99@yahoo.com,1
U00948,3,4.223333333333333,0.0,3,1.6666666666666667,Finance,jenna85,34,Male,harringtonjason@hotmail.com,1
U00949,4,3.165,0.0,3,1.75,Machine Learning,andersondaniel,16,Male,dustinsimmons@hotmail.com,3
U00950,1,4.66,0.0,1,2.0,Digital Marketing,loricruz,33,Female,amartinez@yahoo.com,1
U00951,2,4.75,342.61,2,2.0,Digital Marketing,perkinsian,15,Male,benjamintaylor@gmail.com,3
U00952,2,3.5,0.0,2,2.0,Business,fullerlaura,22,Female,dreeves@gmail.com,3
U00953,3,2.646666666666667,89.59,3,2.333333333333333,Artificial Intelligence,lindsay67,31,Male,randall43@hotmail.com,0
U00954,2,3.36,0.0,2,2.5,Business,emily45,21,Female,judywilliams@yahoo.com,0
U00955,3,3.3800000000000003,0.0,2,2.6666666666666665,Finance,howardfranco,35,Female,christopher22@hotmail.com,1
U00956,1,1.51,327.99,1,1.0,Project Management,sarahwilliams,21,Female,kellygregory@hotmail.com,3
U00957,3,2.6733333333333333,212.39,2,2.333333333333333,Web Development,courtneyspence,22,Male,xmartin@gmail.com,0
U00958,2,4.550000000000001,0.0,1,1.5,Digital Marketing,vanessa84,28,Female,douglas85@gmail.com,1
U00959,13,3.110769230769231,1444.05,9,2.076923076923077,Machine Learning,jillianbenitez,22,Male,brownmonica@outlook.com,2
U00960,1,2.61,0.0,1,3.0,Design,zdominguez,17,Male,jenniferzavala@gmail.com,0
U00961,14,3.251428571428572,1242.93,9,1.9285714285714288,Artificial Intelligence,yodervalerie,31,Male,elizabeth16@outlook.com,2
U00962,1,3.15,0.0,1,3.0,Business,mullenraven,20,Male,jamesgreen@hotmail.com,0
U00963,2,2.97,0.0,2,2.5,Cybersecurity,xespinoza,20,Female,arivera@yahoo.com,0
U00964,1,2.98,0.0,1,3.0,Marketing,melissa75,16,Female,chavezbryce@outlook.com,0
U00965,1,2.14,0.0,1,1.0,Digital Marketing,alexanderhart,34,Female,abigailstevens@hotmail.com,1
U00966,1,2.43,0.0,1,2.0,Programming,don65,23,Female,autumn61@outlook.com,3
U00967,14,3.092142857142857,816.75,8,1.9285714285714288,Project Management,haledalton,15,Male,tevans@outlook.com,2
U00968,2,2.525,0.0,2,1.5,Machine Learning,wmartin,21,Male,bryan25@outlook.com,3
U00969,1,1.2,248.1,1,1.0,Artificial Intelligence,kevin31,29,Male,karina05@gmail.com,3
U00970,1,1.96,285.05,1,1.0,Business,lcollins,18,Male,kelly21@yahoo.com,3
U00971,3,4.12,490.9,3,2.0,Artificial Intelligence,xhicks,19,Female,ybaldwin@gmail.com,3
U00972,4,3.6125,591.3199999999999,4,1.25,Artificial Intelligence,dross,27,Female,juanthomas@gmail.com,1
U00973,1,4.74,57.32,1,3.0,Web Development,robertsnicolas,22,Male,mark15@yahoo.com,0
U00974,1,4.66,0.0,1,2.0,Digital Marketing,qcraig,31,Male,stephensonelizabeth@yahoo.com,1
U00975,1,3.32,0.0,1,1.0,Web Development,kroman,35,Female,jrobinson@hotmail.com,1
U00976,12,3.165833333333333,1462.63,9,2.1666666666666665,Business,johnsonchristopher,30,Male,lynchnorma@gmail.com,2
U00977,1,2.98,0.0,1,3.0,Marketing,mrubio,33,Female,birdjeanette@yahoo.com,0
U00978,1,4.51,0.0,1,1.0,Design,hgonzalez,18,Male,sherrypalmer@gmail.com,3
U00979,3,4.1433333333333335,0.0,3,1.6666666666666667,Cybersecurity,berryjohn,16,Female,richard23@hotmail.com,3
U00980,1,1.59,0.0,1,3.0,Finance,oliverwayne,17,Male,fdavis@yahoo.com,0
U00981,13,2.746923076923077,1437.21,9,2.3846153846153846,Artificial Intelligence,vbryant,34,Male,zachary79@yahoo.com,2
U00982,1,1.23,346.71,1,3.0,Project Management,austinandrea,27,Female,gmontoya@outlook.com,0
U00983,1,2.0,0.0,1,3.0,Business,richardrhodes,26,Female,thomasperry@yahoo.com,0
U00984,1,3.11,415.51,1,2.0,Artificial Intelligence,ilambert,27,Male,hhall@outlook.com,1
U00985,1,1.81,0.0,1,3.0,Machine Learning,sara25,21,Male,sara90@hotmail.com,0
U00986,2,3.66,0.0,1,2.0,Cybersecurity,crystalharris,25,Male,davidmartin@outlook.com,1
U00987,1,4.44,0.0,1,1.0,Digital Marketing,jonathanhanson,27,Female,melissa05@gmail.com,1
U00988,1,2.38,0.0,1,3.0,Cybersecurity,haley70,21,Female,adouglas@yahoo.com,0
U00989,12,2.62,993.62,9,2.25,Business,dillonmatthew,26,Male,dbrewer@yahoo.com,2
U00990,1,4.1,0.0,1,2.0,Finance,nunezsandra,20,Male,hallcarl@outlook.com,3
U00991,1,2.68,89.59,1,2.0,Artificial Intelligence,fernandezkristen,30,Male,stephanieyork@gmail.com,1
U00992,4,2.8225,952.31,4,2.5,Business,achase,22,Female,pdean@outlook.com,0
U00993,1,2.69,326.02,1,2.0,Business,jamesarnold,17,Male,crystalblankenship@outlook.com,3
U00994,1,4.73,0.0,1,2.0,Machine Learning,chaneyjeremy,29,Female,hannah24@gmail.com,1
U00995,2,2.29,0.0,2,2.0,Cybersecurity,yholloway,27,Female,victoriawelch@hotmail.com,0
U00996,1,4.66,0.0,1,2.0,Digital Marketing,jon28,24,Male,myersanna@gmail.com,1
U00997,15,3.1686666666666667,460.49,8,2.2,Design,vmyers,34,Female,edwardbarrera@outlook.com,2
U00998,2,2.555,327.99,2,1.5,Data Science,brendarogers,18,Male,mckayandrea@gmail.com,3
U00999,1,4.51,0.0,1,1.0,Design,tshaffer,33,Female,reedjeffrey@outlook.com,1
U01000,12,3.4483333333333337,1151.4199999999998,7,2.25,Machine Learning,tara10,16,Female,matthewserrano@gmail.com,2
U01001,1,3.45,0.0,1,2.0,Project Management,matthewrobertson,18,Male,briannaalvarado@yahoo.com,3
U01002,1,3.15,0.0,1,3.0,Business,paul47,19,Male,sara84@yahoo.com,0
U01003,1,2.0,0.0,1,3.0,Business,james19,35,Male,cameron98@hotmail.com,0
U01004,1,3.11,415.51,1,2.0,Artificial Intelligence,albertbell,16,Female,rachel22@yahoo.com,3
U01005,1,2.75,119.04,1,2.0,Finance,zshelton,19,Male,eric88@hotmail.com,3
U01006,2,1.865,37.89,2,2.5,Programming,youngcolleen,19,Male,shannonmiller@yahoo.com,0
U01007,1,4.1,0.0,1,2.0,Finance,thompsonalicia,30,Male,maldonadopaul@gmail.com,1
U01008,2,3.24,0.0,2,1.5,Data Science,julie04,18,Male,enewton@outlook.com,3
U01009,1,3.89,0.78,1,3.0,Machine Learning,jessicamorrow,15,Female,narnold@hotmail.com,0
U01010,1,2.61,0.0,1,3.0,Design,staceybrown,35,Female,matthewlawrence@gmail.com,0
U01011,1,1.2,248.1,1,1.0,Artificial Intelligence,uarnold,18,Male,ginabenitez@gmail.com,3
U01012,1,1.51,327.99,1,1.0,Project Management,aolson,35,Female,kimberlylong@gmail.com,1
U01013,3,2.803333333333333,299.57,3,2.333333333333333,Business,pcook,22,Male,kimberly96@yahoo.com,0
U01014,3,3.366666666666667,0.0,3,2.333333333333333,Artificial Intelligence,jessicalong,17,Male,stevenperez@yahoo.com,3
U01015,15,3.234,1192.84,9,2.1333333333333333,Data Science,coledennis,29,Male,browndavid@outlook.com,2
U01016,2,3.165,57.32,2,3.0,Finance,nwright,27,Female,sandovalnorma@yahoo.com,0
U01017,2,2.325,611.0699999999999,1,1.5,Business,dhernandez,21,Female,tylermartin@gmail.com,3
U01018,1,4.14,0.0,1,1.0,Finance,shannonrobertson,23,Female,sarasparks@yahoo.com,3
U01019,1,4.14,0.0,1,1.0,Finance,monique55,27,Male,rossashley@gmail.com,1
U01020,12,2.72,1169.15,9,2.0,Artificial Intelligence,vwhitehead,28,Male,shannonsparks@gmail.com,2
U01021,2,3.355,0.0,2,1.0,Design,richardmendez,29,Female,wernerleon@yahoo.com,1
U01022,13,3.6884615384615382,869.3,10,1.7692307692307692,Web Development,butlerjessica,17,Male,lisa97@gmail.com,2
U01023,2,4.22,0.0,2,1.5,Cybersecurity,eford,18,Male,david19@outlook.com,3
U01024,3,4.246666666666667,487.92,2,2.0,Digital Marketing,yandersen,17,Female,fmeyer@hotmail.com,3
U01025,1,4.55,490.9,1,1.0,Artificial Intelligence,tyronepham,34,Male,loriyoung@outlook.com,1
U01026,1,4.14,0.0,1,1.0,Finance,montescrystal,33,Female,ayalaariana@outlook.com,1
U01027,2,2.3,0.0,2,1.0,Programming,candice51,32,Male,tinastevens@gmail.com,1
U01028,2,2.195,327.99,2,1.0,Programming,gchapman,23,Female,tammy34@hotmail.com,3
U01029,1,2.75,119.04,1,2.0,Finance,mooneyjoseph,15,Male,samantha60@outlook.com,3
U01030,1,4.72,0.0,1,2.0,Marketing,jkennedy,23,Female,jonesalexandra@outlook.com,1
U01031,13,3.331538461538462,1539.38,8,2.076923076923077,Design,vasquezsarah,15,Male,ocurry@hotmail.com,2
U01032,14,3.386428571428571,1389.57,10,2.071428571428572,Marketing,brownvanessa,16,Male,kathleenjones@yahoo.com,2
U01033,13,3.169230769230769,1830.5,7,2.0,Business,dsampson,30,Male,xsingleton@outlook.com,2
U01034,12,3.2566666666666664,149.07,7,2.0,Finance,thomas88,18,Female,michael37@gmail.com,2
U01035,3,2.47,772.97,2,2.333333333333333,Business,robert02,33,Male,vmueller@hotmail.com,0
U01036,1,1.59,0.0,1,3.0,Finance,johnwatson,35,Male,cheryl57@hotmail.com,0
U01037,1,3.11,415.51,1,2.0,Artificial Intelligence,jeremy46,32,Female,wyatt99@gmail.com,1
U01038,1,4.84,342.61,1,2.0,Project Management,tanya50,33,Male,lunajuan@hotmail.com,1
U01039,1,4.94,0.0,1,1.0,Cybersecurity,zellis,21,Female,misty82@gmail.com,3
U01040,1,1.96,285.05,1,1.0,Business,ecook,21,Female,gamblejames@gmail.com,3
U01041,1,2.67,0.0,1,3.0,Web Development,nortontiffany,23,Female,karen17@yahoo.com,0
U01042,1,3.45,0.0,1,2.0,Project Management,xjohnson,26,Male,ashleymcbride@outlook.com,1
U01043,4,2.515,57.32,3,2.5,Web Development,howardtammie,19,Female,devinanderson@outlook.com,0
U01044,1,2.67,0.0,1,3.0,Web Development,kwhite,31,Female,jeffreybell@hotmail.com,0
U01045,2,3.24,0.0,2,1.5,Data Science,brandonperkins,32,Female,jamescastro@yahoo.com,1
U01046,1,2.47,53.86,1,1.0,Finance,ijordan,28,Female,zgray@hotmail.com,1
U01047,1,4.51,0.0,1,1.0,Design,sarah46,29,Female,vlawson@hotmail.com,1
U01048,1,1.81,0.0,1,3.0,Machine Learning,hwilliams,16,Female,vazquezsusan@outlook.com,0
U01049,2,3.335,0.0,1,1.5,Data Science,sramirez,34,Male,danielle21@outlook.com,1
U01050,1,1.91,0.0,1,2.0,Cybersecurity,charlotte36,25,Female,cameron97@outlook.com,0
U01051,2,3.23,0.0,2,3.0,Design,fmanning,18,Female,whitneysarah@gmail.com,0
U01052,2,4.62,0.0,2,1.5,Design,villakenneth,22,Female,franklinmichelle@outlook.com,3
U01053,1,3.02,0.0,1,2.0,Data Science,gonzalesmatthew,26,Female,thomaslivingston@outlook.com,1
U01054,2,2.21,0.0,2,3.0,Design,jason85,20,Female,jacqueline31@yahoo.com,0
U01055,1,4.73,0.0,1,2.0,Machine Learning,gloria53,22,Female,xcasey@outlook.com,3
U01056,2,3.91,0.78,2,2.5,Cybersecurity,heather91,15,Male,pruittmichael@hotmail.com,3
U01057,1,4.1,0.0,1,2.0,Finance,mcdowellaudrey,33,Male,richardsonangela@gmail.com,1
U01058,2,2.25,606.65,2,2.5,Cybersecurity,jon17,34,Female,alandavis@gmail.com,0
U01059,1,4.72,0.0,1,2.0,Marketing,john53,30,Male,sandraswanson@hotmail.com,1
U01060,1,2.75,119.04,1,2.0,Finance,edwin85,34,Female,caitlyn34@outlook.com,1
U01061,2,4.76,342.61,1,1.5,Project Management,akemp,22,Female,shelby47@outlook.com,3
U01062,1,4.45,0.0,1,3.0,Design,kellerkaren,22,Female,rebeccawilliams@gmail.com,0
U01063,1,2.67,0.0,1,3.0,Web Development,djones,31,Female,qhernandez@gmail.com,0
U01064,2,4.16,487.92,2,2.0,Business,nfields,26,Female,mstokes@gmail.com,1
U01065,4,2.6575,327.99,4,2.0,Business,stewartdavid,15,Male,bcallahan@gmail.com,3
U01066,12,2.953333333333333,970.17,7,2.0,Data Science,jennifer14,19,Female,kgonzalez@hotmail.com,2
U01067,1,1.91,0.0,1,2.0,Cybersecurity,kcurry,17,Male,davidwhite@hotmail.com,3
U01068,2,4.2700000000000005,0.0,2,1.5,Cybersecurity,amercer,32,Female,annetteshaffer@gmail.com,1
U01069,1,4.94,0.0,1,1.0,Cybersecurity,jonyoung,35,Male,travis38@yahoo.com,1
U01070,1,4.14,0.0,1,1.0,Finance,mark45,32,Male,hannahpaul@yahoo.com,1
